source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
"Bangui manufactures include textiles, food products, beer, shoes, and soap.","Bangui macht Textilien, Lebensmittel, Bier, Schuhe und Seife.",班吉制造纺织品、食品、啤酒、鞋和肥皂。,"Bangui manufactures textiles, food, beer, shoes and soap.","Bangui makes textiles, food, beer, shoes and soap."
He earned a doctorate in 1950 with a 28 page dissertation on non-cooperative games.,Er promovierte mit einer Dissertation über nicht-kooperative Spiele.,"他于1950年获得博士学位,获得28页的关于不合作游戏的论文。",He received a Ph.D. in 1950 and a 28-page dissertation on non-cooperative games.,He received his doctorate with a dissertation on non-cooperative games.
"Pontedera is an Italian industrial town in Tuscany, Italy, in the administrative province of Pisa.",Pontedera ist eine Stadt in der Toskana.,"Pontera是意大利托斯卡尼的一个工业城镇,位于比萨行政省。","Pontera is an industrial town in Toscany, Italy, located in the administrative province of Pisa.",Pontedera is a town in Tuscany.
In addition there are 10 ground-level stations and four above ground.,Es gibt 10 Bodenstationen. Vier sind über dem Boden.,"有10个地面站,4个地面站。",There are 10 earth stations and 4 earth stations.,There are 10 ground stations. Four are above the ground.
"Sir Simon Denis Rattle, CBE, FRSA, (born 19 January 1955) is an English conductor.","Sir Simon Denis Rattle, CBE, FRSA wurde am 19. Januar 1955 geboren. Er ist englischer Dirigent.",联邦航天局(1955年1月19日出生)CBE的Simon Denis Rattle爵士是英国指挥员。,Sir Simon Denis Rattle of the Federal Space Agency (born on 19 January 1955) is a British commander.,"Sir Simon Denis Rattle, CBE, FRSA was born on 19 January 1955. He is an English conductor."
"Lothar (""Emma"") Emmerich (29 November 1941 13 August 2003) was a German football (soccer) player.","Lothar (""Emma"") Emmerich war ein deutscher Fußballspieler. Er lebte vom 29. November 1941 bis 13. August 2003.","Emmerich生于1941年11月29日至2003年8月13日,",Emmerich was born from 29 November 1941 to 13 August 2003.,"Lothar (""Emma"") Emmerich was a German footballer. He lived from 29 November 1941 to 13 August 2003."
"After a version of a software package has remained in unstable for a certain length of time (depending on the urgency of the software's changes), that package is automatically migrated to the testing distribution.","Wenn das Softwarepaket für eine Weile instabil bleibt, wird es automatisch in die Testdistribution verschoben.",软件包的版本在一段时间内仍然不稳定。 它取决于软件更改的紧迫性。 然后软件包自动发送到测试分发处 。,The version of the package remains unstable for some time. It depends on the urgency of the software changes. The package is automatically sent to the test distribution area.,"If the software package remains unstable for a while, it is automatically moved to the test distribution."
"When South Africa became a republic in 1961, Pretoria remained its administrative capital.","Pretoria blieb die südafrikanische Hauptstadt, sobald sie 1961 eine Republik wurde.","南非于1961年成为共和国,比勒陀利亚仍然是其行政首都。",South Africa became a Republic in 1961 and Pretoria remains its administrative capital.,Pretoria remained the South African capital as soon as it became a republic in 1961.
"A fundamental connection was noticed between the module theory, and the p-adic L-functions that were defined in the 1960s by Kubota and Leopoldt.","Eine notwendige Verbindung wurde zwischen der Modultheorie und den p-adischen L-Funktionen festgestellt, die in den 1960er Jahren von Kubota und Leopoldt definiert wurden.",可以看出单元理论与1960年代界定的p-adic L功能之间的基本联系。,The basic link between the modular theory and the p-adic L function defined in the 1960s can be seen.,"A necessary connection was established between the module theory and the P-Adic L functions, which were defined by Kubota and Leopoldt in the 1960s."
"Progress in developing the TAR was hindered by political and economic obstacles throughout the 1960s, 1970s and early 1980s.","Politische und wirtschaftliche Hindernisse verlangsamten die Entwicklung der TAR in den 1960er, 1970er und frühen 1980er Jahren.",整个1960年代、1970年代和1980年代初期的政治和经济障碍拖延了TAR的发展。,"Political and economic obstacles throughout the 1960s, 1970s and early 1980s delayed the development of TAR.","Political and economic obstacles slowed down the development of the TAR in the 1960s, 1970s and early 1980s."
"1263 - The chieftains of the eastern part of Iceland become the last to pledge fealty to the Norwegian king, bringing a more complete end to the Icelandic Commonwealth and the Icelandic civil war.","1263 - Die Häuptlinge Ostislands sind die letzten, die dem norwegischen König die Treue zugesagt haben. Sie haben dem isländischen Commonwealth und dem isländischen Bürgerkrieg ein vollständigeres Ende bereitet.","酋长们成为向挪威国王宣誓效忠的最后一位酋长,结束了冰岛联邦和内战。","The sheikhs became the last sheikh to swear allegiance to the King of Norway, ending the Federation of Iceland and the civil war.",1263 - The chiefs of East Iceland are the last to pledge loyalty to the Norwegian king. They have brought a complete end to the Icelandic Commonwealth and the Icelandic Civil War.
"Originally made for the Apple II, they were later ported to other platforms.","Sie wurden ursprünglich aus Apple II hergestellt, aber auf andere Plattformen portiert.","它们最初由苹果II制造,但被移植到其他平台。",They were originally manufactured by Apple II but were transplanted to other platforms.,"They were originally made from Apple II, but ported to other platforms."
"John Lennon and Yoko Ono conduct their Bed-In at the Queen Elizabeth Hotel in Montreal, Quebec.","John Lennon und Yoko Ono haben ihr Bett im Queen Elizabeth Hotel. Es war in Montreal, Quebec.",约翰·列农和小野洋子在加拿大蒙特利尔伊丽莎白女王酒店管理他们的床位。,"John Lennon and Yoko Ono managed their beds at the Queen Elizabeth Hotel in Montreal, Canada.","John Lennon and Yoko Ono have their bed at the Queen Elizabeth Hotel. It was in Montreal, Quebec."
Eventually 58 of her 77 published works first appeared in the journal's pages.,58 ihrer Werke wurden erstmals in der Zeitschrift veröffentlicht.,"在她发表的77篇著作中,58篇首次出现在该杂志的网页上。","Of her 77 publications, 58 appeared for the first time on the magazine's web page.",58 of her works were first published in the magazine.
"History The Mail on Sunday was first launched on 2 May 1982, to complement the Daily Mail.",Neben der Daily Mail wurde die Post am Sonntag am 2. Mai 1982 gestartet.,"《星期日邮报》于1982年5月2日首次发行,以补充《每日邮报》。",The Sunday Post was first released on 2 May 1982 to supplement the Daily Post.,"In addition to the Daily Mail, the post was launched on Sunday, May 2, 1982."
"She agreed, and light was restored to the earth.",Sie stimmte zu. Licht wurde auf die Erde wiederhergestellt.,"在她同意后,光是地球的光。","With her consent, the light of the earth alone.",She agreed. Light was restored to Earth.
Microsoft phased out all development of its Java Virtual Machine (JVM) from Windows 2000 in SP3.,"Im Jahr 2000 Microsoft schrittweise Entwicklung von Java, wenn sie das Windows-Programm eingeführt.",微软从Windows 2000摆脱了Java虚拟机器(JVM)的所有增长。,Microsoft removed all the growth of the Java Virtual Machine (JVM) from Windows 2000.,"In 2000, Microsoft gradually developed Java when it introduced the Windows program."
Many women begin their careers in adulthood.,"Frauen neigen dazu, einen Job zu beginnen, sobald sie erwachsen sind.",许多妇女在成年后开始职业。,Many women begin their careers as adults.,Women tend to start a job as soon as they grow up.
"Kevin Ferguson (born February 8, 1974), better known as Kimbo Slice, is a Bahamian-American mixed-martial arts fighter.",Februar 1974 in Kimbo Slice) ist ein US-amerikanischer Kriegskunstkämpfer.,"Kevin Ferguson 被称为Kimbo Slice, 是一个混合军事武术斗士。","Kevin Ferguson, known as Kimbo Alice, is a mixed military martial arts fighter.",==Early life==Slice was born in Kimbo Slice in 1974.
To the north the canton is bounded by the Swiss cantons of Vaud and Bern; the cantons of Uri and Ticino lie to its east.,"Der Kanton grenzt im Norden an die Kantone Waadt und Bern, im Osten an Uri und Tessin.","该州与北方接壤,由瑞士沃州和伯尔尼州组成,东部为乌里州和提契诺州。","It is bordered by the north and consists of the cantons of Vaud and Berne in Switzerland, and the cantons of Uri and Ticino in the east.","The canton is bordered to the north by the cantons of Vaud and Bern, and to the east by Uri and Ticino."
